2018,250,100,0,47,31.5854,-52,-39.4812,0,0,-18.8,2,9,9.8,990000,0.63,10,0,0
2018,250,200,0,47,31.5853,-52,-39.4827,0,0,-18.8,2,11,9.2,990000,0.61,10,0,0
2018,250,300,0,47,31.5878,-52,-39.4847,0,0,-18.8,2,8,8.6,990000,0.65,10,0,0
2018,250,400,0,47,31.5881,-52,-39.4814,0,0,-18.8,2,9,14.7,990000,0.67,10,0,0
2018,250,500,0,47,31.5856,-52,-39.4839,0,0,-18.8,2,10,8.3,990000,0.67,10,0,0
2018,250,600,0,47,31.5868,-52,-39.4828,0,0,-18.8,2,10,11.8,990000,0.65,10,0,0
2018,250,700,0,47,31.5868,-52,-39.4807,0,0,-18.8,2,9,9.8,990000,0.66,10,0,0
2018,250,800,0,47,31.5865,-52,-39.4842,0,0,-18.8,2,9,5.5,990000,0.66,10,0,0
2018,250,900,0,47,31.5859,-52,-39.4826,0,0,-18.8,2,11,3.6,990000,0.63,10,0,0
2018,250,1000,0,47,31.5852,-52,-39.4802,0,0,-18.8,2,11,15,990000,0.68,10,0,0
2018,250,1100,0,47,31.5859,-52,-39.4841,0,0,-18.8,2,11,14.3,990000,0.63,10,0,0
2018,250,1200,0,47,31.5855,-52,-39.4826,0,0,-18.8,2,11,10.1,990000,0.63,10,0,0
2018,250,1300,0,47,31.5862,-52,-39.4827,0,0,-18.8,2,10,14.1,990000,0.61,10,0,0
2018,250,1400,0,47,31.5866,-52,-39.4818,0,0,-18.8,2,11,10.5,990000,0.63,10,0,0
2018,250,1500,0,47,31.5856,-52,-39.4823,0,0,-18.8,2,10,6.1,990000,0.64,10,0,0
2018,250,1600,0,47,31.5852,-52,-39.4829,0,0,-18.8,2,9,11.1,990000,0.65,10,0,0
2018,250,1700,0,47,31.5851,-52,-39.4828,0,0,-18.8,2,9,12.7,990000,0.67,10,0,0
2018,250,1800,0,47,31.5835,-52,-39.4823,0,0,-18.8,2,10,4.7,990000,0.63,10,0,0
2018,250,1900,0,47,31.5864,-52,-39.4836,0,0,-18.8,2,8,14.5,990000,0.67,10,0,0
2018,250,2000,0,47,31.5855,-52,-39.4834,0,0,-18.8,2,8,14.5,990000,0.68,10,0,0
2018,250,2100,0,47,31.5855,-52,-39.4825,0,0,-18.8,2,9,11.9,990000,0.69,10,0,0
2018,250,2200,0,47,31.5852,-52,-39.4808,0,0,-18.8,2,9,13,990000,0.66,10,0,0
2018,250,2300,0,47,31.5861,-52,-39.4816,0,0,-18.8,2,8,14,990000,0.68,10,0,0
2018,251,000,0,47,31.5844,-52,-39.4814,0,0,-18.8,2,8,10.3,990000,0.69,10,0,0
2018,251,100,0,47,31.5856,-52,-39.4813,0,0,-18.8,2,9,9.3,990000,0.64,10,0,0
2018,251,200,0,47,31.5855,-52,-39.4825,0,0,-18.8,2,10,8.6,990000,0.62,10,0,0
2018,251,300,0,47,31.588,-52,-39.4847,0,0,-18.8,2,10,7.8,990000,0.66,10,0,0
2018,251,400,0,47,31.5877,-52,-39.4817,0,0,-18.8,2,9,11.2,990000,0.67,10,0,0
2018,251,500,0,47,31.5856,-52,-39.4837,0,0,-18.8,2,10,9.5,990000,0.63,10,0,0
2018,251,600,0,47,31.5871,-52,-39.482,0,0,-18.8,2,9,11.6,990000,0.7,10,0,0
2018,251,700,0,47,31.587,-52,-39.4811,0,0,-18.8,2,9,8.2,990000,0.68,10,0,0
2018,251,800,0,47,31.5871,-52,-39.4847,0,0,-18.8,2,9,8.3,990000,0.66,10,0,0
2018,251,900,0,47,31.5856,-52,-39.4824,0,0,-18.8,2,12,5.5,990000,0.63,10,0,0
2018,251,1000,0,47,31.585,-52,-39.4814,0,0,-18.8,2,10,16.8,990000,0.63,10,0,0
2018,251,1100,0,47,31.586,-52,-39.484,0,0,-18.8,2,11,15.9,990000,0.62,10,0,0
2018,251,1200,0,47,31.5854,-52,-39.4827,0,0,-18.8,2,11,11.1,990000,0.64,10,0,0
2018,251,1300,0,47,31.5866,-52,-39.4831,0,0,-18.8,2,11,13.4,990000,0.62,10,0,0
2018,251,1400,0,47,31.5869,-52,-39.482,0,0,-18.8,2,11,10.8,990000,0.63,10,0,0
2018,251,1500,0,47,31.5851,-52,-39.4811,0,0,-18.8,2,10,8,990000,0.63,10,0,0
2018,251,1600,0,47,31.5842,-52,-39.4838,0,0,-18.8,2,9,10.3,990000,0.66,10,0,0
2018,251,1700,0,47,31.5844,-52,-39.4826,0,0,-18.8,2,9,11.6,990000,0.67,10,0,0
2018,251,1800,0,47,31.584,-52,-39.4812,0,0,-18.8,2,10,3.8,990000,0.65,10,0,0
2018,251,1900,0,47,31.587,-52,-39.483,0,0,-18.8,2,8,16,990000,0.66,10,0,0
2018,251,2000,0,47,31.5853,-52,-39.483,0,0,-18.8,2,8,11.5,990000,0.71,10,0,0
2018,251,2100,0,47,31.5851,-52,-39.4822,0,0,-18.8,2,9,11.5,990000,0.66,10,0,0
2018,251,2200,0,47,31.5862,-52,-39.4815,0,0,-18.8,2,9,12.4,990000,0.68,10,0,0
2018,251,2300,0,47,31.5854,-52,-39.4808,0,0,-18.8,2,8,13.9,990000,0.67,10,0,0
2018,252,000,0,47,31.5845,-52,-39.4817,0,0,-18.8,2,8,10.2,990000,0.67,10,0,0
