2018,252,700,1,6.611,6.799,7.609,93,91.9,88,11.79
2018,252,700,2,6.584,6.819,7.576,93,91.9,88,11.78
2018,252,700,3,6.607,6.819,7.586,93,91.9,87.9,11.79
2018,252,700,4,6.617,6.803,7.581,93,91.8,87.9,11.81
2018,252,700,5,6.592,6.789,7.612,93,91.8,88,11.58
2018,252,700,6,6.586,6.808,7.611,92.9,91.8,87.9,11.8
2018,252,700,7,6.596,6.823,7.604,93,91.8,88,11.8
2018,252,700,8,6.619,6.829,7.569,93,91.8,88,11.82
2018,252,700,9,6.602,6.824,7.566,93,91.8,88,11.8
2018,252,700,10,6.589,6.818,7.616,92.9,91.7,88,11.79
2018,252,700,11,6.639,6.764,7.569,92.9,91.8,88,11.8
2018,252,700,12,6.607,6.803,7.582,92.9,91.8,88.1,11.82
2018,252,700,13,6.591,6.793,7.606,93,91.8,88.1,11.79
2018,252,700,14,6.599,6.814,7.624,93,91.8,88.2,11.79
2018,252,700,15,6.639,6.771,7.627,92.9,91.8,88.1,11.79
2018,252,700,16,6.627,6.811,7.626,92.9,91.8,88.1,11.81
2018,252,700,17,6.599,6.829,7.642,92.9,91.8,88.1,11.8
2018,252,700,18,6.609,6.834,7.614,92.9,91.8,88.2,11.8
2018,252,700,19,6.617,6.794,7.656,93,91.9,88.1,11.79
2018,252,700,20,6.638,6.796,7.676,92.9,91.9,88.2,11.81
2018,252,700,21,6.577,6.799,7.646,92.9,91.8,88.3,11.8
2018,252,700,22,6.634,6.788,7.652,92.9,91.8,88.2,11.79
2018,252,700,23,6.584,6.853,7.654,92.9,91.9,88.2,11.79
2018,252,700,24,6.587,6.794,7.699,92.9,91.9,88.2,11.81
2018,252,700,25,6.611,6.781,7.677,92.9,91.8,88.3,11.8
2018,252,700,26,6.596,6.821,7.649,92.9,91.9,88.2,11.79
2018,252,700,27,6.619,6.788,7.691,92.9,91.9,88.2,11.8
2018,252,700,28,6.619,6.798,7.713,92.9,91.9,88.2,11.81
2018,252,700,29,6.557,6.818,7.672,92.9,91.9,88.2,11.8
2018,252,700,30,6.596,6.881,7.646,93,91.9,88.2,11.79
2018,252,700,31,6.589,6.865,7.736,92.9,91.9,88.2,11.8
2018,252,700,32,6.572,6.871,7.676,92.9,91.9,88.2,11.81
2018,252,700,33,6.624,6.838,7.713,92.9,91.9,88.1,11.8
2018,252,700,34,6.609,6.878,7.688,92.9,92,88.2,11.8
2018,252,700,35,6.639,6.875,7.743,93,92,88.1,11.8
2018,252,700,36,6.636,6.92,7.719,92.9,91.9,88.1,11.82
2018,252,700,37,6.581,6.875,7.746,92.9,91.9,88.1,11.8
2018,252,700,38,6.627,6.86,7.721,92.9,92,88.1,11.8
2018,252,700,39,6.616,6.871,7.689,92.9,92,88.1,11.8
2018,252,700,40,6.644,6.901,7.746,92.9,92,88,11.81
2018,252,700,41,6.666,6.9,7.733,93,92,88,11.79
2018,252,700,42,6.619,6.896,7.741,93,92,88,11.79
2018,252,700,43,6.654,6.918,7.736,93,92,88.1,11.79
2018,252,700,44,6.641,6.908,7.743,93,92,88,11.81
